"","name","lat","lon","time","Rab.Obv","geometry","RabID","MST.time","Hour","DayOfYr","Date"
"665","Jaie26",43.21473098,-115.98226,"2022-08-04T07:36:42Z","Jackrab",c(-115.98226, 43.21473098),665,2022-08-04 01:36:42,1,216,2022-08-04
"666","Jaie27",43.21477298,-115.980786,"2022-08-04T07:36:53Z","Jackrab",c(-115.980786, 43.21477298),666,2022-08-04 01:36:53,1,216,2022-08-04
"667","Jaie28",43.21490197,-115.970478,"2022-08-04T07:38:35Z","Jackrab",c(-115.970478, 43.21490197),667,2022-08-04 01:38:35,1,216,2022-08-04
"668","Jaie29",43.21491203,-115.962652,"2022-08-04T07:39:22Z","Jackrab",c(-115.962652, 43.21491203),668,2022-08-04 01:39:22,1,216,2022-08-04
"669","Jaie3",43.278356,-116.142797,"2022-08-04T07:06:37Z","Jackrab",c(-116.142797, 43.278356),669,2022-08-04 01:06:37,1,216,2022-08-04
"670","Jaie30",43.27821703,-116.172019,"2022-08-04T07:03:23Z","Jackrab",c(-116.172019, 43.27821703),670,2022-08-04 01:03:23,1,216,2022-08-04
"671","Jaie31",43.21590202,-116.252492,"2022-08-05T07:22:10Z","Jackrab",c(-116.252492, 43.21590202),671,2022-08-05 01:22:10,1,217,2022-08-05
"672","Jaie32",43.22831302,-116.221251,"2022-08-05T07:29:37Z","Jackrab",c(-116.221251, 43.22831302),672,2022-08-05 01:29:37,1,217,2022-08-05
"673","Jaie33",43.33704801,-116.218048,"2022-08-08T07:25:38Z","Jackrab",c(-116.218048, 43.33704801),673,2022-08-08 01:25:38,1,220,2022-08-08
"674","Jaie34",43.35092903,-116.23443,"2022-08-08T07:29:24Z","Jackrab",c(-116.23443, 43.35092903),674,2022-08-08 01:29:24,1,220,2022-08-08
"675","Jaie35",43.21218104,-115.996886,"2022-08-09T07:32:38Z","Jackrab",c(-115.996886, 43.21218104),675,2022-08-09 01:32:38,1,221,2022-08-09
"676","Jaie36",43.21485696,-115.977013,"2022-08-09T07:35:35Z","Jackrab",c(-115.977013, 43.21485696),676,2022-08-09 01:35:35,1,221,2022-08-09
"677","Jaie37",43.27312401,-116.203913,"2022-08-12T07:19:57Z","Jackrab",c(-116.203913, 43.27312401),677,2022-08-12 01:19:57,1,224,2022-08-12
"678","Jaie4",43.27947398,-116.132682,"2022-08-04T07:08:05Z","Jackrab",c(-116.132682, 43.27947398),678,2022-08-04 01:08:05,1,216,2022-08-04
"679","Jaie41",43.22243697,-116.196267,"2022-08-05T07:32:59Z","Jackrab",c(-116.196267, 43.22243697),679,2022-08-05 01:32:59,1,217,2022-08-05
"680","Jaie42",43.35559197,-116.234411,"2022-08-08T07:30:25Z","Jackrab",c(-116.234411, 43.35559197),680,2022-08-08 01:30:25,1,220,2022-08-08
"681","Jaie5",43.28362696,-116.094967,"2022-08-04T07:11:44Z","Jackrab",c(-116.094967, 43.28362696),681,2022-08-04 01:11:44,1,216,2022-08-04
"682","Jaie51",43.23282399,-116.198932,"2022-08-05T07:34:19Z","Jackrab",c(-116.198932, 43.23282399),682,2022-08-05 01:34:19,1,217,2022-08-05
"683","Jaie52",43.35928797,-116.234411,"2022-08-08T07:31:15Z","Jackrab",c(-116.234411, 43.35928797),683,2022-08-08 01:31:15,1,220,2022-08-08
"684","Jaie6",43.28345496,-116.09241,"2022-08-04T07:12:07Z","Jackrab",c(-116.09241, 43.28345496),684,2022-08-04 01:12:07,1,216,2022-08-04
"685","Jaie61",43.23508903,-116.199524,"2022-08-05T07:34:41Z","Jackrab",c(-116.199524, 43.23508903),685,2022-08-05 01:34:41,1,217,2022-08-05
"686","Jaie62",43.36963501,-116.234446,"2022-08-08T07:33:16Z","Jackrab",c(-116.234446, 43.36963501),686,2022-08-08 01:33:16,1,220,2022-08-08
"687","Jaie7",43.279204,-116.085527,"2022-08-04T07:13:25Z","Jackrab",c(-116.085527, 43.279204),687,2022-08-04 01:13:25,1,216,2022-08-04
"688","Jaie71",43.28236003,-116.188478,"2022-08-05T07:42:18Z","Jackrab",c(-116.188478, 43.28236003),688,2022-08-05 01:42:18,1,217,2022-08-05
"689","Jaie72",43.38405197,-116.234481,"2022-08-08T07:35:46Z","Jackrab",c(-116.234481, 43.38405197),689,2022-08-08 01:35:46,1,220,2022-08-08
"690","Jaie8",43.27735998,-116.081646,"2022-08-04T07:13:57Z","Jackrab",c(-116.081646, 43.27735998),690,2022-08-04 01:13:57,1,216,2022-08-04
"691","Jaie81",43.31634899,-116.215152,"2022-08-05T07:48:12Z","Jackrab",c(-116.215152, 43.31634899),691,2022-08-05 01:48:12,1,217,2022-08-05
"692","Jaie82",43.39489304,-116.234422,"2022-08-08T07:37:35Z","Jackrab",c(-116.234422, 43.39489304),692,2022-08-08 01:37:35,1,220,2022-08-08
"693","Jaie9",43.27347597,-116.075068,"2022-08-04T07:14:56Z","Jackrab",c(-116.075068, 43.27347597),693,2022-08-04 01:14:56,1,216,2022-08-04
"694","Jaie91",43.31642702,-116.215175,"2022-08-05T07:48:20Z","Jackrab",c(-116.215175, 43.31642702),694,2022-08-05 01:48:20,1,217,2022-08-05
"695","Jaie92",43.40168699,-116.234379,"2022-08-08T07:38:31Z","Jackrab",c(-116.234379, 43.40168699),695,2022-08-08 01:38:31,1,220,2022-08-08
"696","Jj",43.320249,-116.132673,"2022-08-04T05:38:25Z","Jackrab",c(-116.132673, 43.320249),696,2022-08-03 23:38:25,23,215,2022-08-03
"697","Jj.",43.31617196,-116.150318,"2022-08-02T06:29:13Z","Jackrab",c(-116.150318, 43.31617196),697,2022-08-02 00:29:13,0,214,2022-08-02
"698","Jj1",43.20711703,-115.985246,"2022-08-05T05:20:34Z","Jackrab",c(-115.985246, 43.20711703),698,2022-08-04 23:20:34,23,216,2022-08-04
"699","Jj10",43.17303998,-116.240329,"2022-08-05T06:49:22Z","Jackrab",c(-116.240329, 43.17303998),699,2022-08-05 00:49:22,0,217,2022-08-05
"700","Jj11",43.17362202,-116.242117,"2022-08-05T06:49:56Z","Jackrab",c(-116.242117, 43.17362202),700,2022-08-05 00:49:56,0,217,2022-08-05
"701","Jj110",43.17335498,-116.241268,"2022-08-09T05:52:10Z","Jackrab",c(-116.241268, 43.17335498),701,2022-08-08 23:52:10,23,220,2022-08-08
"702","Jj111",43.16214904,-116.214252,"2022-08-09T06:01:48Z","Jackrab",c(-116.214252, 43.16214904),702,2022-08-09 00:01:48,0,221,2022-08-09
"703","Jj12",43.17424002,-116.244505,"2022-08-05T06:50:46Z","Jackrab",c(-116.244505, 43.17424002),703,2022-08-05 00:50:46,0,217,2022-08-05
"704","Jj13",43.17433801,-116.244753,"2022-08-05T06:50:52Z","Jackrab",c(-116.244753, 43.17433801),704,2022-08-05 00:50:52,0,217,2022-08-05
"705","Jj14",43.17505499,-116.246682,"2022-08-05T06:51:32Z","Jackrab",c(-116.246682, 43.17505499),705,2022-08-05 00:51:32,0,217,2022-08-05
"706","Jj15",43.17546998,-116.249097,"2022-08-05T06:52:29Z","Jackrab",c(-116.249097, 43.17546998),706,2022-08-05 00:52:29,0,217,2022-08-05
"707","Jj16",43.178594,-116.256368,"2022-08-05T06:55:15Z","Jackrab",c(-116.256368, 43.178594),707,2022-08-05 00:55:15,0,217,2022-08-05
"708","Jj17",43.20736396,-116.274194,"2022-08-05T07:11:54Z","Jackrab",c(-116.274194, 43.20736396),708,2022-08-05 01:11:54,1,217,2022-08-05
"709","Jj18",43.160746,-116.210396,"2022-08-05T06:37:30Z","Jackrab",c(-116.210396, 43.160746),709,2022-08-05 00:37:30,0,217,2022-08-05
"710","Jj19",43.16186699,-116.213602,"2022-08-05T06:38:45Z","Jackrab",c(-116.213602, 43.16186699),710,2022-08-05 00:38:45,0,217,2022-08-05
"711","Jj2",43.16514901,-116.221049,"2022-08-05T06:41:31Z","Jackrab",c(-116.221049, 43.16514901),711,2022-08-05 00:41:31,0,217,2022-08-05
"712","Jj20",43.17342698,-116.241507,"2022-08-09T05:52:04Z","Jackrab",c(-116.241507, 43.17342698),712,2022-08-08 23:52:04,23,220,2022-08-08
"713","Jj21",43.16978403,-116.234035,"2022-08-09T05:55:11Z","Jackrab",c(-116.234035, 43.16978403),713,2022-08-08 23:55:11,23,220,2022-08-08
"714","Jj22",43.16443303,-116.219272,"2022-08-09T06:00:00Z","Jackrab",c(-116.219272, 43.16443303),714,2022-08-09 00:00:00,0,221,2022-08-09
"715","Jj23",43.16121999,-116.212131,"2022-08-09T06:02:33Z","Jackrab",c(-116.212131, 43.16121999),715,2022-08-09 00:02:33,0,221,2022-08-09
"716","Jj3",43.16560599,-116.222231,"2022-08-05T06:42:09Z","Jackrab",c(-116.222231, 43.16560599),716,2022-08-05 00:42:09,0,217,2022-08-05
"717","Jj31",43.16963601,-116.233723,"2022-08-09T05:55:21Z","Jackrab",c(-116.233723, 43.16963601),717,2022-08-08 23:55:21,23,220,2022-08-08
"718","Jj32",43.181283,-115.963928,"2022-08-09T07:00:47Z","Jackrab",c(-115.963928, 43.181283),718,2022-08-09 01:00:47,1,221,2022-08-09
"719","Jj4",43.16572996,-116.222552,"2022-08-05T06:42:17Z","Jackrab",c(-116.222552, 43.16572996),719,2022-08-05 00:42:17,0,217,2022-08-05
"720","Jj41",43.16884803,-116.231742,"2022-08-09T05:55:55Z","Jackrab",c(-116.231742, 43.16884803),720,2022-08-08 23:55:55,23,220,2022-08-08
"721","Jj5",43.16654803,-116.224562,"2022-08-05T06:43:01Z","Jackrab",c(-116.224562, 43.16654803),721,2022-08-05 00:43:01,0,217,2022-08-05
"722","Jj51",43.16870897,-116.231371,"2022-08-09T05:56:04Z","Jackrab",c(-116.231371, 43.16870897),722,2022-08-08 23:56:04,23,220,2022-08-08
"723","Jj6",43.16987003,-116.23415,"2022-08-05T06:46:38Z","Jackrab",c(-116.23415, 43.16987003),723,2022-08-05 00:46:38,0,217,2022-08-05
"724","Jj7",43.17010799,-116.234611,"2022-08-05T06:46:53Z","Jackrab",c(-116.234611, 43.17010799),724,2022-08-05 00:46:53,0,217,2022-08-05
"725","Jj8",43.17040798,-116.235177,"2022-08-05T06:47:08Z","Jackrab",c(-116.235177, 43.17040798),725,2022-08-05 00:47:08,0,217,2022-08-05
"726","Jj9",43.17267302,-116.239529,"2022-08-05T06:48:59Z","Jackrab",c(-116.239529, 43.17267302),726,2022-08-05 00:48:59,0,217,2022-08-05
"727","Jji",43.31587298,-116.150318,"2022-08-02T05:11:03Z","Jackrab",c(-116.150318, 43.31587298),727,2022-08-01 23:11:03,23,213,2022-08-01
"728","Jji1",43.31617196,-116.150318,"2022-08-02T05:12:08Z","Jackrab",c(-116.150318, 43.31617196),728,2022-08-01 23:12:08,23,213,2022-08-01
"729","Jji11",43.15854399,-116.20628,"2022-08-05T06:33:09Z","Jackrab",c(-116.20628, 43.15854399),729,2022-08-05 00:33:09,0,217,2022-08-05
"730","Jji12",43.33702798,-116.218034,"2022-08-08T06:25:04Z","Jackrab",c(-116.218034, 43.33702798),730,2022-08-08 00:25:04,0,220,2022-08-08
"731","Jji13",43.17075097,-116.194747,"2022-08-09T06:09:10Z","Jackrab",c(-116.194747, 43.17075097),731,2022-08-09 00:09:10,0,221,2022-08-09
"732","Jji2",43.32264396,-116.242302,"2022-08-04T06:06:38Z","Jackrab",c(-116.242302, 43.32264396),732,2022-08-04 00:06:38,0,216,2022-08-04
"733","Jji21",43.32075602,-116.15533,"2022-08-08T06:32:09Z","Jackrab",c(-116.15533, 43.32075602),733,2022-08-08 00:32:09,0,220,2022-08-08
"734","Jji22",43.17148103,-116.194324,"2022-08-09T06:09:31Z","Jackrab",c(-116.194324, 43.17148103),734,2022-08-09 00:09:31,0,221,2022-08-09
"735","Jji3",43.17471201,-116.190974,"2022-08-05T06:29:14Z","Jackrab",c(-116.190974, 43.17471201),735,2022-08-05 00:29:14,0,217,2022-08-05
"736","Jji31",43.31976,-116.15436,"2022-08-08T06:32:46Z","Jackrab",c(-116.15436, 43.31976),736,2022-08-08 00:32:46,0,220,2022-08-08
"737","Jji32",43.17405,-116.16436,"2022-08-09T06:16:05Z","Jackrab",c(-116.16436, 43.17405),737,2022-08-09 00:16:05,0,221,2022-08-09
"738","Jji4",43.317386,-116.151822,"2022-08-08T06:33:30Z","Jackrab",c(-116.151822, 43.317386),738,2022-08-08 00:33:30,0,220,2022-08-08
"739","Jji41",43.16854997,-116.16422,"2022-08-09T06:16:55Z","Jackrab",c(-116.16422, 43.16854997),739,2022-08-09 00:16:55,0,221,2022-08-09
"740","Jji5",43.31263103,-116.147225,"2022-08-08T06:34:36Z","Jackrab",c(-116.147225, 43.31263103),740,2022-08-08 00:34:36,0,220,2022-08-08
"741","Jji51",43.16696403,-116.164169,"2022-08-09T06:17:18Z","Jackrab",c(-116.164169, 43.16696403),741,2022-08-09 00:17:18,0,221,2022-08-09
"742","Jji6",43.30715999,-116.142176,"2022-08-08T06:35:45Z","Jackrab",c(-116.142176, 43.30715999),742,2022-08-08 00:35:45,0,220,2022-08-08
"743","Jji61",43.162544,-116.004553,"2022-08-09T06:36:40Z","Jackrab",c(-116.004553, 43.162544),743,2022-08-09 00:36:40,0,221,2022-08-09
"744","Jji7",43.30475103,-116.137803,"2022-08-08T06:37:14Z","Jackrab",c(-116.137803, 43.30475103),744,2022-08-08 00:37:14,0,220,2022-08-08
"745","Jji71",43.18412002,-116.01511,"2022-08-09T06:39:36Z","Jackrab",c(-116.01511, 43.18412002),745,2022-08-09 00:39:36,0,221,2022-08-09
"746","Jji8",43.32464204,-116.239629,"2022-08-08T06:15:18Z","Jackrab",c(-116.239629, 43.32464204),746,2022-08-08 00:15:18,0,220,2022-08-08
"747","Jji9",43.16930098,-116.195797,"2022-08-09T06:08:35Z","Jackrab",c(-116.195797, 43.16930098),747,2022-08-09 00:08:35,0,221,2022-08-09
"748","Jjib",43.36591604,-116.234434,"2022-08-04T04:48:30Z","Jackrab",c(-116.234434, 43.36591604),748,2022-08-03 22:48:30,22,215,2022-08-03
"749","Jjib1",43.35863703,-116.234384,"2022-08-04T04:49:51Z","Jackrab",c(-116.234384, 43.35863703),749,2022-08-03 22:49:51,22,215,2022-08-03
"750","Jjib10",43.27944003,-116.133491,"2022-08-08T05:24:46Z","Jackrab",c(-116.133491, 43.27944003),750,2022-08-07 23:24:46,23,219,2022-08-07
"751","Jjib101",43.22602199,-116.213231,"2022-08-09T05:10:40Z","Jackrab",c(-116.213231, 43.22602199),751,2022-08-08 23:10:40,23,220,2022-08-08
"752","Jjib11",43.214072,-115.994066,"2022-08-05T05:01:00Z","Jackrab",c(-115.994066, 43.214072),752,2022-08-04 23:01:00,23,216,2022-08-04
"753","Jjib111",43.27932604,-116.134413,"2022-08-08T05:24:58Z","Jackrab",c(-116.134413, 43.27932604),753,2022-08-07 23:24:58,23,219,2022-08-07
"754","Jjib112",43.226569,-116.223982,"2022-08-09T05:13:06Z","Jackrab",c(-116.223982, 43.226569),754,2022-08-08 23:13:06,23,220,2022-08-08
"755","Jjib12",43.27847301,-116.16359,"2022-08-08T05:27:57Z","Jackrab",c(-116.16359, 43.27847301),755,2022-08-07 23:27:57,23,219,2022-08-07
"756","Jjib121",43.22081398,-116.24888,"2022-08-09T05:17:21Z","Jackrab",c(-116.24888, 43.22081398),756,2022-08-08 23:17:21,23,220,2022-08-08
"757","Jjib13",43.27824301,-116.170997,"2022-08-08T05:28:54Z","Jackrab",c(-116.170997, 43.27824301),757,2022-08-07 23:28:54,23,219,2022-08-07
"758","Jjib131",43.22063101,-116.249056,"2022-08-09T05:17:29Z","Jackrab",c(-116.249056, 43.22063101),758,2022-08-08 23:17:29,23,220,2022-08-08
"759","Jjib14",43.29102298,-116.198532,"2022-08-08T05:32:48Z","Jackrab",c(-116.198532, 43.29102298),759,2022-08-07 23:32:48,23,219,2022-08-07
"760","Jjib15",43.29393804,-116.203618,"2022-08-08T05:33:44Z","Jackrab",c(-116.203618, 43.29393804),760,2022-08-07 23:33:44,23,219,2022-08-07
"761","Jjib16",43.21466301,-115.984746,"2022-08-08T04:51:09Z","Jackrab",c(-115.984746, 43.21466301),761,2022-08-07 22:51:09,22,219,2022-08-07
"762","Jjib17",43.21463903,-115.985573,"2022-08-08T04:51:18Z","Jackrab",c(-115.985573, 43.21463903),762,2022-08-07 22:51:18,22,219,2022-08-07
"763","Jjib18",43.36982796,-116.234428,"2022-08-09T04:39:00Z","Jackrab",c(-116.234428, 43.36982796),763,2022-08-08 22:39:00,22,220,2022-08-08
"764","Jjib19",43.36630203,-116.234432,"2022-08-09T04:39:38Z","Jackrab",c(-116.234432, 43.36630203),764,2022-08-08 22:39:38,22,220,2022-08-08
"765","Jjib2",43.35788299,-116.234359,"2022-08-04T04:50:01Z","Jackrab",c(-116.234359, 43.35788299),765,2022-08-03 22:50:01,22,215,2022-08-03
"766","Jjib21",43.21338301,-115.995092,"2022-08-05T05:01:19Z","Jackrab",c(-115.995092, 43.21338301),766,2022-08-04 23:01:19,23,216,2022-08-04
"767","Jjib22",43.21284598,-115.995939,"2022-08-08T04:52:43Z","Jackrab",c(-115.995939, 43.21284598),767,2022-08-07 22:52:43,22,219,2022-08-07
"768","Jjib23",43.31796401,-116.215428,"2022-08-09T04:47:47Z","Jackrab",c(-116.215428, 43.31796401),768,2022-08-08 22:47:47,22,220,2022-08-08
"769","Jjib3",43.387667,-116.232372,"2022-08-04T04:52:07Z","Jackrab",c(-116.232372, 43.387667),769,2022-08-03 22:52:07,22,215,2022-08-03
"770","Jjib31",43.21260299,-115.996269,"2022-08-05T05:01:48Z","Jackrab",c(-115.996269, 43.21260299),770,2022-08-04 23:01:48,23,216,2022-08-04
"771","Jjib32",43.25103904,-116.020116,"2022-08-08T05:07:01Z","Jackrab",c(-116.020116, 43.25103904),771,2022-08-07 23:07:01,23,219,2022-08-07
"772","Jjib33",43.29631599,-116.209066,"2022-08-09T04:52:24Z","Jackrab",c(-116.209066, 43.29631599),772,2022-08-08 22:52:24,22,220,2022-08-08
"773","Jjib4",43.210304,-115.999861,"2022-08-05T05:02:57Z","Jackrab",c(-115.999861, 43.210304),773,2022-08-04 23:02:57,23,216,2022-08-04
"774","Jjib41",43.25880999,-116.04337,"2022-08-08T05:09:37Z","Jackrab",c(-116.04337, 43.25880999),774,2022-08-07 23:09:37,23,219,2022-08-07
"775","Jjib42",43.26528702,-116.207293,"2022-08-09T05:00:34Z","Jackrab",c(-116.207293, 43.26528702),775,2022-08-08 23:00:34,23,220,2022-08-08
"776","Jjib5",43.20964702,-116.000954,"2022-08-05T05:03:21Z","Jackrab",c(-116.000954, 43.20964702),776,2022-08-04 23:03:21,23,216,2022-08-04
"777","Jjib51",43.26868798,-116.049768,"2022-08-08T05:11:45Z","Jackrab",c(-116.049768, 43.26868798),777,2022-08-07 23:11:45,23,219,2022-08-07
"778","Jjib52",43.25120701,-116.203393,"2022-08-09T05:02:24Z","Jackrab",c(-116.203393, 43.25120701),778,2022-08-08 23:02:24,23,220,2022-08-08
"779","Jjib6",43.21466703,-115.984747,"2022-08-05T04:59:37Z","Jackrab",c(-115.984747, 43.21466703),779,2022-08-04 22:59:37,22,216,2022-08-04
"780","Jjib61",43.28378504,-116.092474,"2022-08-08T05:20:12Z","Jackrab",c(-116.092474, 43.28378504),780,2022-08-07 23:20:12,23,219,2022-08-07
"781","Jjib62",43.24154,-116.201165,"2022-08-09T05:04:21Z","Jackrab",c(-116.201165, 43.24154),781,2022-08-08 23:04:21,23,220,2022-08-08
"782","Jjib7",43.28163701,-116.114289,"2022-08-08T05:22:34Z","Jackrab",c(-116.114289, 43.28163701),782,2022-08-07 23:22:34,23,219,2022-08-07
"783","Jjib71",43.24142701,-116.201141,"2022-08-09T05:04:27Z","Jackrab",c(-116.201141, 43.24142701),783,2022-08-08 23:04:27,23,220,2022-08-08
"784","Jjib8",43.281131,-116.118729,"2022-08-08T05:23:01Z","Jackrab",c(-116.118729, 43.281131),784,2022-08-07 23:23:01,23,219,2022-08-07
"785","Jjib81",43.23555096,-116.199624,"2022-08-09T05:05:27Z","Jackrab",c(-116.199624, 43.23555096),785,2022-08-08 23:05:27,23,220,2022-08-08
"786","Jjib9",43.27949099,-116.13307,"2022-08-08T05:24:41Z","Jackrab",c(-116.13307, 43.27949099),786,2022-08-07 23:24:41,23,219,2022-08-07
"787","Jjib91",43.23480296,-116.199453,"2022-08-09T05:05:36Z","Jackrab",c(-116.199453, 43.23480296),787,2022-08-08 23:05:36,23,220,2022-08-08
"788","Jjie",43.31523696,-116.151603,"2022-08-02T09:03:52Z","Jackrab",c(-116.151603, 43.31523696),788,2022-08-02 03:03:52,3,214,2022-08-02
"789","Jjie1",43.27860997,-116.159246,"2022-08-04T07:04:39Z","Jackrab",c(-116.159246, 43.27860997),789,2022-08-04 01:04:39,1,216,2022-08-04
"790","Jjie10",43.256627,-116.039502,"2022-08-04T07:22:08Z","Jackrab",c(-116.039502, 43.256627),790,2022-08-04 01:22:08,1,216,2022-08-04
"791","Jjie101",43.35369003,-116.234402,"2022-08-05T07:58:06Z","Jackrab",c(-116.234402, 43.35369003),791,2022-08-05 01:58:06,1,217,2022-08-05
"792","Jjie102",43.40221203,-116.234377,"2022-08-08T07:38:40Z","Jackrab",c(-116.234377, 43.40221203),792,2022-08-08 01:38:40,1,220,2022-08-08
"793","Jjie11",43.21457198,-115.992301,"2022-08-04T07:35:24Z","Jackrab",c(-115.992301, 43.21457198),793,2022-08-04 01:35:24,1,216,2022-08-04
"794","Jjie110",43.21466602,-115.983953,"2022-08-09T07:34:27Z","Jackrab",c(-115.983953, 43.21466602),794,2022-08-09 01:34:27,1,221,2022-08-09
"795","Jjie111",43.35749298,-116.23435,"2022-08-05T07:58:51Z","Jackrab",c(-116.23435, 43.35749298),795,2022-08-05 01:58:51,1,217,2022-08-05
"796","Jjie112",43.40275803,-116.234385,"2022-08-08T07:38:55Z","Jackrab",c(-116.234385, 43.40275803),796,2022-08-08 01:38:55,1,220,2022-08-08
"797","Jjie113",43.36874904,-116.234415,"2022-08-12T07:34:18Z","Jackrab",c(-116.234415, 43.36874904),797,2022-08-12 01:34:18,1,224,2022-08-12
"798","Jjie12",43.214618,-115.985601,"2022-08-04T07:36:17Z","Jackrab",c(-115.985601, 43.214618),798,2022-08-04 01:36:17,1,216,2022-08-04
"799","Jjie121",43.35878396,-116.234374,"2022-08-05T07:59:09Z","Jackrab",c(-116.234374, 43.35878396),799,2022-08-05 01:59:09,1,217,2022-08-05
"800","Jjie122",43.406377,-116.234398,"2022-08-08T07:39:36Z","Jackrab",c(-116.234398, 43.406377),800,2022-08-08 01:39:36,1,220,2022-08-08
"801","Jjie13",43.21488697,-115.972117,"2022-08-04T07:38:10Z","Jackrab",c(-115.972117, 43.21488697),801,2022-08-04 01:38:10,1,216,2022-08-04
"802","Jjie131",43.35913902,-116.234389,"2022-08-05T07:59:16Z","Jackrab",c(-116.234389, 43.35913902),802,2022-08-05 01:59:16,1,217,2022-08-05
"803","Jjie14",43.27824301,-116.173269,"2022-08-04T07:03:14Z","Jackrab",c(-116.173269, 43.27824301),803,2022-08-04 01:03:14,1,216,2022-08-04
"804","Jjie141",43.36295002,-116.234453,"2022-08-05T08:00:33Z","Jackrab",c(-116.234453, 43.36295002),804,2022-08-05 02:00:33,2,217,2022-08-05
"805","Jjie15",43.21568904,-116.252642,"2022-08-05T07:22:03Z","Jackrab",c(-116.252642, 43.21568904),805,2022-08-05 01:22:03,1,217,2022-08-05
"806","Jjie16",43.21643,-116.25214,"2022-08-05T07:22:19Z","Jackrab",c(-116.25214, 43.21643),806,2022-08-05 01:22:19,1,217,2022-08-05
"807","Jjie17",43.33705002,-116.219036,"2022-08-08T07:25:48Z","Jackrab",c(-116.219036, 43.33705002),807,2022-08-08 01:25:48,1,220,2022-08-08
"808","Jjie18",43.34728802,-116.234471,"2022-08-08T07:28:48Z","Jackrab",c(-116.234471, 43.34728802),808,2022-08-08 01:28:48,1,220,2022-08-08
"809","Jjie19",43.20760301,-116.007009,"2022-08-09T07:31:22Z","Jackrab",c(-116.007009, 43.20760301),809,2022-08-09 01:31:22,1,221,2022-08-09
"810","Jjie2",43.28008401,-116.127522,"2022-08-04T07:08:43Z","Jackrab",c(-116.127522, 43.28008401),810,2022-08-04 01:08:43,1,216,2022-08-04
"811","Jjie20",43.36022398,-116.234386,"2022-08-12T07:32:56Z","Jackrab",c(-116.234386, 43.36022398),811,2022-08-12 01:32:56,1,224,2022-08-12
"812","Jjie21",43.217782,-116.251259,"2022-08-05T07:22:47Z","Jackrab",c(-116.251259, 43.217782),812,2022-08-05 01:22:47,1,217,2022-08-05
"813","Jjie22",43.35232001,-116.23443,"2022-08-08T07:29:37Z","Jackrab",c(-116.23443, 43.35232001),813,2022-08-08 01:29:37,1,220,2022-08-08
"814","Jjie23",43.21469301,-115.983405,"2022-08-09T07:34:34Z","Jackrab",c(-115.983405, 43.21469301),814,2022-08-09 01:34:34,1,221,2022-08-09
"815","Jjie24",43.38353002,-116.234467,"2022-08-12T07:36:22Z","Jackrab",c(-116.234467, 43.38353002),815,2022-08-12 01:36:22,1,224,2022-08-12
"816","Jjie3",43.27791897,-116.082512,"2022-08-04T07:13:48Z","Jackrab",c(-116.082512, 43.27791897),816,2022-08-04 01:13:48,1,216,2022-08-04
"817","Jjie31",43.22174697,-116.247843,"2022-08-05T07:24:11Z","Jackrab",c(-116.247843, 43.22174697),817,2022-08-05 01:24:11,1,217,2022-08-05
"818","Jjie32",43.35370604,-116.234428,"2022-08-08T07:30:00Z","Jackrab",c(-116.234428, 43.35370604),818,2022-08-08 01:30:00,1,220,2022-08-08
"819","Jjie33",43.21478697,-115.980424,"2022-08-09T07:34:58Z","Jackrab",c(-115.980424, 43.21478697),819,2022-08-09 01:34:58,1,221,2022-08-09
"820","Jjie4",43.273136,-116.068922,"2022-08-04T07:16:07Z","Jackrab",c(-116.068922, 43.273136),820,2022-08-04 01:16:07,1,216,2022-08-04
"821","Jjie41",43.22827002,-116.221137,"2022-08-05T07:29:49Z","Jackrab",c(-116.221137, 43.22827002),821,2022-08-05 01:29:49,1,217,2022-08-05
"822","Jjie42",43.35888002,-116.234404,"2022-08-08T07:31:07Z","Jackrab",c(-116.234404, 43.35888002),822,2022-08-08 01:31:07,1,220,2022-08-08
"823","Jjie5",43.27355199,-116.066632,"2022-08-04T07:16:42Z","Jackrab",c(-116.066632, 43.27355199),823,2022-08-04 01:16:42,1,216,2022-08-04
"824","Jjie51",43.23155598,-116.198619,"2022-08-05T07:34:07Z","Jackrab",c(-116.198619, 43.23155598),824,2022-08-05 01:34:07,1,217,2022-08-05
"825","Jjie52",43.35967102,-116.234418,"2022-08-08T07:31:21Z","Jackrab",c(-116.234418, 43.35967102),825,2022-08-08 01:31:21,1,220,2022-08-08
"826","Jjie6",43.27379499,-116.060695,"2022-08-04T07:17:37Z","Jackrab",c(-116.060695, 43.27379499),826,2022-08-04 01:17:37,1,216,2022-08-04
"827","Jjie61",43.31670103,-116.21523,"2022-08-05T07:49:36Z","Jackrab",c(-116.21523, 43.31670103),827,2022-08-05 01:49:36,1,217,2022-08-05
"828","Jjie62",43.35990898,-116.234422,"2022-08-08T07:31:32Z","Jackrab",c(-116.234422, 43.35990898),828,2022-08-08 01:31:32,1,220,2022-08-08
"829","Jjie7",43.26943296,-116.050797,"2022-08-04T07:19:00Z","Jackrab",c(-116.050797, 43.26943296),829,2022-08-04 01:19:00,1,216,2022-08-04
"830","Jjie71",43.31869902,-116.215522,"2022-08-05T07:50:14Z","Jackrab",c(-116.215522, 43.31869902),830,2022-08-05 01:50:14,1,217,2022-08-05
"831","Jjie72",43.36024099,-116.234428,"2022-08-08T07:31:39Z","Jackrab",c(-116.234428, 43.36024099),831,2022-08-08 01:31:39,1,220,2022-08-08
