"","RabID","Rab.Obv","name","Date","Hour","DayOfYr","MST.time","lat","lon","geometry","SurveyNight"
"574",574,"Jackrab","Jai72",2022-08-04,23,216,2022-08-04 23:59:48,43.15843603,-116.002527,c(-116.002527, 43.15843603),"4"
"575",575,"Jackrab","Jai73",2022-08-05,0,217,2022-08-05 00:30:44,43.17471201,-116.190974,c(-116.190974, 43.17471201),"4"
"576",576,"Jackrab","Jai74",2022-08-09,0,221,2022-08-09 00:41:25,43.185985,-116.010906,c(-116.010906, 43.185985),"6"
"577",577,"Jackrab","Jai8",2022-08-01,23,213,2022-08-01 23:23:59,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"578",578,"Jackrab","Jai81",2022-08-05,0,217,2022-08-05 00:31:20,43.17471201,-116.190974,c(-116.190974, 43.17471201),"4"
"579",579,"Jackrab","Jai9",2022-08-01,23,213,2022-08-01 23:24:22,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"580",580,"Jackrab","Jai91",2022-08-05,0,217,2022-08-05 00:31:28,43.17471201,-116.190974,c(-116.190974, 43.17471201),"4"
"581",581,"Jackrab","Jaib",2022-08-01,21,213,2022-08-01 21:44:54,43.39990902,-116.234335,c(-116.234335, 43.39990902),"1"
"582",582,"Jackrab","Jaib1",2022-08-01,21,213,2022-08-01 21:51:51,43.39221904,-116.234393,c(-116.234393, 43.39221904),"1"
"583",583,"Jackrab","Jaib10",2022-08-07,23,219,2022-08-07 23:29:20,43.27828601,-116.173101,c(-116.173101, 43.27828601),"5"
"584",584,"Jackrab","Jaib101",2022-08-08,22,220,2022-08-08 22:55:50,43.28308498,-116.188341,c(-116.188341, 43.28308498),"6"
"585",585,"Jackrab","Jaib11",2022-08-03,22,215,2022-08-03 22:48:45,43.36493997,-116.234422,c(-116.234422, 43.36493997),"3"
"586",586,"Jackrab","Jaib110",2022-08-08,22,220,2022-08-08 22:41:16,43.35759499,-116.234367,c(-116.234367, 43.35759499),"6"
"587",587,"Jackrab","Jaib111",2022-08-07,23,219,2022-08-07 23:30:14,43.27899897,-116.177727,c(-116.177727, 43.27899897),"5"
"588",588,"Jackrab","Jaib112",2022-08-08,22,220,2022-08-08 22:59:15,43.27320004,-116.20382,c(-116.20382, 43.27320004),"6"
"589",589,"Jackrab","Jaib12",2022-08-04,22,216,2022-08-04 22:59:54,43.21459796,-115.986746,c(-115.986746, 43.21459796),"4"
"590",590,"Jackrab","Jaib121",2022-08-07,23,219,2022-08-07 23:33:38,43.29382002,-116.203233,c(-116.203233, 43.29382002),"5"
"591",591,"Jackrab","Jaib122",2022-08-08,23,220,2022-08-08 23:02:44,43.249594,-116.202946,c(-116.202946, 43.249594),"6"
"592",592,"Jackrab","Jaib13",2022-08-07,23,219,2022-08-07 23:34:09,43.29468302,-116.206007,c(-116.206007, 43.29468302),"5"
"593",593,"Jackrab","Jaib131",2022-08-08,23,220,2022-08-08 23:04:13,43.24191903,-116.20127,c(-116.20127, 43.24191903),"6"
"594",594,"Jackrab","Jaib14",2022-08-07,22,219,2022-08-07 22:49:50,43.21494598,-115.971992,c(-115.971992, 43.21494598),"5"
"595",595,"Jackrab","Jaib141",2022-08-08,23,220,2022-08-08 23:05:20,43.23635001,-116.199843,c(-116.199843, 43.23635001),"6"
"596",596,"Jackrab","Jaib15",2022-08-07,22,219,2022-08-07 22:52:27,43.21343699,-115.995053,c(-115.995053, 43.21343699),"5"
"597",597,"Jackrab","Jaib151",2022-08-08,23,220,2022-08-08 23:06:11,43.23239098,-116.198829,c(-116.198829, 43.23239098),"6"
"598",598,"Jackrab","Jaib16",2022-08-08,23,220,2022-08-08 23:07:50,43.22184403,-116.195973,c(-116.195973, 43.22184403),"6"
"599",599,"Jackrab","Jaib17",2022-08-08,23,220,2022-08-08 23:09:34,43.22379098,-116.205634,c(-116.205634, 43.22379098),"6"
"600",600,"Jackrab","Jaib18",2022-08-08,23,220,2022-08-08 23:10:28,43.22575,-116.212305,c(-116.212305, 43.22575),"6"
"601",601,"Jackrab","Jaib19",2022-08-08,23,220,2022-08-08 23:11:41,43.22769804,-116.219083,c(-116.219083, 43.22769804),"6"
"602",602,"Jackrab","Jaib2",2022-08-01,21,213,2022-08-01 21:59:51,43.34251796,-116.233589,c(-116.233589, 43.34251796),"1"
"603",603,"Jackrab","Jaib20",2022-08-08,23,220,2022-08-08 23:11:59,43.22823498,-116.220985,c(-116.220985, 43.22823498),"6"
"604",604,"Jackrab","Jaib21",2022-08-03,22,215,2022-08-03 22:50:46,43.353987,-116.23441,c(-116.23441, 43.353987),"3"
"605",605,"Jackrab","Jaib211",2022-08-08,23,220,2022-08-08 23:14:26,43.227404,-116.232128,c(-116.232128, 43.227404),"6"
"606",606,"Jackrab","Jaib22",2022-08-04,23,216,2022-08-04 23:00:02,43.21457097,-115.98738,c(-115.98738, 43.21457097),"4"
"607",607,"Jackrab","Jaib221",2022-08-08,23,220,2022-08-08 23:14:35,43.22740903,-116.232836,c(-116.232836, 43.22740903),"6"
"608",608,"Jackrab","Jaib23",2022-08-07,22,219,2022-08-07 22:52:36,43.21316298,-115.995458,c(-115.995458, 43.21316298),"5"
"609",609,"Jackrab","Jaib231",2022-08-08,23,220,2022-08-08 23:17:02,43.22173096,-116.247855,c(-116.247855, 43.22173096),"6"
"610",610,"Jackrab","Jaib24",2022-08-08,23,220,2022-08-08 23:18:32,43.21652798,-116.252065,c(-116.252065, 43.21652798),"6"
"611",611,"Jackrab","Jaib25",2022-08-08,23,220,2022-08-08 23:18:39,43.21629002,-116.252244,c(-116.252244, 43.21629002),"6"
"612",612,"Jackrab","Jaib26",2022-08-08,23,220,2022-08-08 23:22:14,43.21301697,-116.26531,c(-116.26531, 43.21301697),"6"
"613",613,"Jackrab","Jaib27",2022-08-08,22,220,2022-08-08 22:40:22,43.36163498,-116.234421,c(-116.234421, 43.36163498),"6"
"614",614,"Jackrab","Jaib28",2022-08-08,22,220,2022-08-08 22:41:53,43.35438699,-116.234427,c(-116.234427, 43.35438699),"6"
"615",615,"Jackrab","Jaib3",2022-08-01,22,213,2022-08-01 22:02:38,43.33699403,-116.217205,c(-116.217205, 43.33699403),"1"
"616",616,"Jackrab","Jaib31",2022-08-04,23,216,2022-08-04 23:01:10,43.21367503,-115.994644,c(-115.994644, 43.21367503),"4"
"617",617,"Jackrab","Jaib32",2022-08-07,23,219,2022-08-07 23:10:45,43.26578298,-116.047171,c(-116.047171, 43.26578298),"5"
"618",618,"Jackrab","Jaib33",2022-08-08,22,220,2022-08-08 22:42:05,43.35356296,-116.234423,c(-116.234423, 43.35356296),"6"
"619",619,"Jackrab","Jaib4",2022-08-03,22,215,2022-08-03 22:44:49,43.39502103,-116.234413,c(-116.234413, 43.39502103),"3"
"620",620,"Jackrab","Jaib41",2022-08-04,23,216,2022-08-04 23:03:12,43.20994299,-116.000451,c(-116.000451, 43.20994299),"4"
"621",621,"Jackrab","Jaib42",2022-08-07,23,219,2022-08-07 23:10:56,43.26658596,-116.047423,c(-116.047423, 43.26658596),"5"
"622",622,"Jackrab","Jaib43",2022-08-08,22,220,2022-08-08 22:43:13,43.34630297,-116.234457,c(-116.234457, 43.34630297),"6"
"623",623,"Jackrab","Jaib5",2022-08-04,23,216,2022-08-04 23:03:27,43.20949196,-116.001274,c(-116.001274, 43.20949196),"4"
"624",624,"Jackrab","Jaib51",2022-08-07,23,219,2022-08-07 23:11:34,43.26823401,-116.049211,c(-116.049211, 43.26823401),"5"
"625",625,"Jackrab","Jaib52",2022-08-08,22,220,2022-08-08 22:44:36,43.33655197,-116.228712,c(-116.228712, 43.33655197),"6"
"626",626,"Jackrab","Jaib6",2022-08-04,22,216,2022-08-04 22:59:45,43.21462504,-115.985722,c(-115.985722, 43.21462504),"4"
"627",627,"Jackrab","Jaib61",2022-08-07,23,219,2022-08-07 23:24:11,43.27976902,-116.130658,c(-116.130658, 43.27976902),"5"
"628",628,"Jackrab","Jaib62",2022-08-08,22,220,2022-08-08 22:45:39,43.32995198,-116.223079,c(-116.223079, 43.32995198),"6"
"629",629,"Jackrab","Jaib7",2022-08-07,23,219,2022-08-07 23:24:52,43.27938102,-116.13394,c(-116.13394, 43.27938102),"5"
"630",630,"Jackrab","Jaib71",2022-08-08,22,220,2022-08-08 22:47:39,43.31858997,-116.215499,c(-116.215499, 43.31858997),"6"
"631",631,"Jackrab","Jaib8",2022-08-07,23,219,2022-08-07 23:25:04,43.27927097,-116.134893,c(-116.134893, 43.27927097),"5"
"632",632,"Jackrab","Jaib81",2022-08-08,22,220,2022-08-08 22:53:45,43.29217901,-116.199922,c(-116.199922, 43.29217901),"6"
"633",633,"Jackrab","Jaib9",2022-08-07,23,219,2022-08-07 23:28:46,43.27820697,-116.170255,c(-116.170255, 43.27820697),"5"
"634",634,"Jackrab","Jaib91",2022-08-08,22,220,2022-08-08 22:55:41,43.28325698,-116.188678,c(-116.188678, 43.28325698),"6"
"635",635,"Jackrab","Jaie",2022-08-02,3,214,2022-08-02 03:06:31,43.31523696,-116.151603,c(-116.151603, 43.31523696),"1"
"636",636,"Jackrab","Jaie1",2022-08-04,1,216,2022-08-04 01:05:00,43.27858499,-116.156654,c(-116.156654, 43.27858499),"3"
"637",637,"Jackrab","Jaie10",2022-08-04,1,216,2022-08-04 01:15:11,43.27369901,-116.073507,c(-116.073507, 43.27369901),"3"
"638",638,"Jackrab","Jaie101",2022-08-05,1,217,2022-08-05 01:51:58,43.32310203,-116.217096,c(-116.217096, 43.32310203),"4"
"639",639,"Jackrab","Jaie102",2022-08-08,1,220,2022-08-08 01:38:46,43.402481,-116.234373,c(-116.234373, 43.402481),"5"
"640",640,"Jackrab","Jaie11",2022-08-04,1,216,2022-08-04 01:15:19,43.27370999,-116.072812,c(-116.072812, 43.27370999),"3"
"641",641,"Jackrab","Jaie110",2022-08-05,1,217,2022-08-05 01:26:56,43.227389,-116.232739,c(-116.232739, 43.227389),"4"
"642",642,"Jackrab","Jaie111",2022-08-05,1,217,2022-08-05 01:57:22,43.35156597,-116.234434,c(-116.234434, 43.35156597),"4"
"643",643,"Jackrab","Jaie112",2022-08-08,1,220,2022-08-08 01:27:19,43.33994899,-116.231193,c(-116.231193, 43.33994899),"5"
"644",644,"Jackrab","Jaie113",2022-08-09,1,221,2022-08-09 01:33:00,43.21336197,-115.995075,c(-115.995075, 43.21336197),"6"
"645",645,"Jackrab","Jaie12",2022-08-04,1,216,2022-08-04 01:16:17,43.27311597,-116.068078,c(-116.068078, 43.27311597),"3"
"646",646,"Jackrab","Jaie121",2022-08-05,2,217,2022-08-05 02:04:12,43.38702704,-116.234453,c(-116.234453, 43.38702704),"4"
"647",647,"Jackrab","Jaie13",2022-08-04,1,216,2022-08-04 01:16:49,43.27371402,-116.066208,c(-116.066208, 43.27371402),"3"
"648",648,"Jackrab","Jaie131",2022-08-05,2,217,2022-08-05 02:07:19,43.40406703,-116.234376,c(-116.234376, 43.40406703),"4"
"649",649,"Jackrab","Jaie14",2022-08-04,1,216,2022-08-04 01:16:55,43.27390001,-116.065698,c(-116.065698, 43.27390001),"3"
"650",650,"Jackrab","Jaie141",2022-08-05,2,217,2022-08-05 02:07:31,43.40493296,-116.234375,c(-116.234375, 43.40493296),"4"
"651",651,"Jackrab","Jaie15",2022-08-04,1,216,2022-08-04 01:19:48,43.26560503,-116.047074,c(-116.047074, 43.26560503),"3"
"652",652,"Jackrab","Jaie16",2022-08-04,1,216,2022-08-04 01:19:59,43.26472401,-116.046975,c(-116.046975, 43.26472401),"3"
"653",653,"Jackrab","Jaie17",2022-08-04,1,216,2022-08-04 01:20:14,43.26324401,-116.046555,c(-116.046555, 43.26324401),"3"
"654",654,"Jackrab","Jaie18",2022-08-04,1,216,2022-08-04 01:21:20,43.25850204,-116.042967,c(-116.042967, 43.25850204),"3"
"655",655,"Jackrab","Jaie19",2022-08-04,1,216,2022-08-04 01:21:56,43.25694703,-116.04039,c(-116.04039, 43.25694703),"3"
"656",656,"Jackrab","Jaie2",2022-08-04,1,216,2022-08-04 01:05:14,43.27869203,-116.155106,c(-116.155106, 43.27869203),"3"
"657",657,"Jackrab","Jaie20",2022-08-04,1,216,2022-08-04 01:23:18,43.25563199,-116.032683,c(-116.032683, 43.25563199),"3"
"658",658,"Jackrab","Jaie21",2022-08-04,1,216,2022-08-04 01:34:09,43.21022898,-115.999976,c(-115.999976, 43.21022898),"3"
"659",659,"Jackrab","Jaie210",2022-08-05,1,217,2022-08-05 01:29:11,43.22874896,-116.223153,c(-116.223153, 43.22874896),"4"
"660",660,"Jackrab","Jaie211",2022-08-08,1,220,2022-08-08 01:27:54,43.34169402,-116.232941,c(-116.232941, 43.34169402),"5"
"661",661,"Jackrab","Jaie22",2022-08-04,1,216,2022-08-04 01:34:43,43.21249897,-115.996376,c(-115.996376, 43.21249897),"3"
"662",662,"Jackrab","Jaie23",2022-08-04,1,216,2022-08-04 01:35:05,43.21371803,-115.994496,c(-115.994496, 43.21371803),"3"
"663",663,"Jackrab","Jaie24",2022-08-04,1,216,2022-08-04 01:35:45,43.21455597,-115.989241,c(-115.989241, 43.21455597),"3"
"664",664,"Jackrab","Jaie25",2022-08-04,1,216,2022-08-04 01:35:54,43.21455698,-115.988459,c(-115.988459, 43.21455698),"3"
"665",665,"Jackrab","Jaie26",2022-08-04,1,216,2022-08-04 01:36:42,43.21473098,-115.98226,c(-115.98226, 43.21473098),"3"
"666",666,"Jackrab","Jaie27",2022-08-04,1,216,2022-08-04 01:36:53,43.21477298,-115.980786,c(-115.980786, 43.21477298),"3"
"667",667,"Jackrab","Jaie28",2022-08-04,1,216,2022-08-04 01:38:35,43.21490197,-115.970478,c(-115.970478, 43.21490197),"3"
"668",668,"Jackrab","Jaie29",2022-08-04,1,216,2022-08-04 01:39:22,43.21491203,-115.962652,c(-115.962652, 43.21491203),"3"
"669",669,"Jackrab","Jaie3",2022-08-04,1,216,2022-08-04 01:06:37,43.278356,-116.142797,c(-116.142797, 43.278356),"3"
"670",670,"Jackrab","Jaie30",2022-08-04,1,216,2022-08-04 01:03:23,43.27821703,-116.172019,c(-116.172019, 43.27821703),"3"
"671",671,"Jackrab","Jaie31",2022-08-05,1,217,2022-08-05 01:22:10,43.21590202,-116.252492,c(-116.252492, 43.21590202),"4"
"672",672,"Jackrab","Jaie32",2022-08-05,1,217,2022-08-05 01:29:37,43.22831302,-116.221251,c(-116.221251, 43.22831302),"4"
"673",673,"Jackrab","Jaie33",2022-08-08,1,220,2022-08-08 01:25:38,43.33704801,-116.218048,c(-116.218048, 43.33704801),"5"
"674",674,"Jackrab","Jaie34",2022-08-08,1,220,2022-08-08 01:29:24,43.35092903,-116.23443,c(-116.23443, 43.35092903),"5"
"675",675,"Jackrab","Jaie35",2022-08-09,1,221,2022-08-09 01:32:38,43.21218104,-115.996886,c(-115.996886, 43.21218104),"6"
"676",676,"Jackrab","Jaie36",2022-08-09,1,221,2022-08-09 01:35:35,43.21485696,-115.977013,c(-115.977013, 43.21485696),"6"
"677",677,"Jackrab","Jaie37",2022-08-12,1,224,2022-08-12 01:19:57,43.27312401,-116.203913,c(-116.203913, 43.27312401),"8"
"678",678,"Jackrab","Jaie4",2022-08-04,1,216,2022-08-04 01:08:05,43.27947398,-116.132682,c(-116.132682, 43.27947398),"3"
"679",679,"Jackrab","Jaie41",2022-08-05,1,217,2022-08-05 01:32:59,43.22243697,-116.196267,c(-116.196267, 43.22243697),"4"
"680",680,"Jackrab","Jaie42",2022-08-08,1,220,2022-08-08 01:30:25,43.35559197,-116.234411,c(-116.234411, 43.35559197),"5"
"681",681,"Jackrab","Jaie5",2022-08-04,1,216,2022-08-04 01:11:44,43.28362696,-116.094967,c(-116.094967, 43.28362696),"3"
"682",682,"Jackrab","Jaie51",2022-08-05,1,217,2022-08-05 01:34:19,43.23282399,-116.198932,c(-116.198932, 43.23282399),"4"
"683",683,"Jackrab","Jaie52",2022-08-08,1,220,2022-08-08 01:31:15,43.35928797,-116.234411,c(-116.234411, 43.35928797),"5"
"684",684,"Jackrab","Jaie6",2022-08-04,1,216,2022-08-04 01:12:07,43.28345496,-116.09241,c(-116.09241, 43.28345496),"3"
"685",685,"Jackrab","Jaie61",2022-08-05,1,217,2022-08-05 01:34:41,43.23508903,-116.199524,c(-116.199524, 43.23508903),"4"
"686",686,"Jackrab","Jaie62",2022-08-08,1,220,2022-08-08 01:33:16,43.36963501,-116.234446,c(-116.234446, 43.36963501),"5"
"687",687,"Jackrab","Jaie7",2022-08-04,1,216,2022-08-04 01:13:25,43.279204,-116.085527,c(-116.085527, 43.279204),"3"
"688",688,"Jackrab","Jaie71",2022-08-05,1,217,2022-08-05 01:42:18,43.28236003,-116.188478,c(-116.188478, 43.28236003),"4"
"689",689,"Jackrab","Jaie72",2022-08-08,1,220,2022-08-08 01:35:46,43.38405197,-116.234481,c(-116.234481, 43.38405197),"5"
"690",690,"Jackrab","Jaie8",2022-08-04,1,216,2022-08-04 01:13:57,43.27735998,-116.081646,c(-116.081646, 43.27735998),"3"
"691",691,"Jackrab","Jaie81",2022-08-05,1,217,2022-08-05 01:48:12,43.31634899,-116.215152,c(-116.215152, 43.31634899),"4"
"692",692,"Jackrab","Jaie82",2022-08-08,1,220,2022-08-08 01:37:35,43.39489304,-116.234422,c(-116.234422, 43.39489304),"5"
"693",693,"Jackrab","Jaie9",2022-08-04,1,216,2022-08-04 01:14:56,43.27347597,-116.075068,c(-116.075068, 43.27347597),"3"
"694",694,"Jackrab","Jaie91",2022-08-05,1,217,2022-08-05 01:48:20,43.31642702,-116.215175,c(-116.215175, 43.31642702),"4"
"695",695,"Jackrab","Jaie92",2022-08-08,1,220,2022-08-08 01:38:31,43.40168699,-116.234379,c(-116.234379, 43.40168699),"5"
"696",696,"Jackrab","Jj",2022-08-03,23,215,2022-08-03 23:38:25,43.320249,-116.132673,c(-116.132673, 43.320249),"3"
"697",697,"Jackrab","Jj.",2022-08-02,0,214,2022-08-02 00:29:13,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"698",698,"Jackrab","Jj1",2022-08-04,23,216,2022-08-04 23:20:34,43.20711703,-115.985246,c(-115.985246, 43.20711703),"4"
"699",699,"Jackrab","Jj10",2022-08-05,0,217,2022-08-05 00:49:22,43.17303998,-116.240329,c(-116.240329, 43.17303998),"4"
"700",700,"Jackrab","Jj11",2022-08-05,0,217,2022-08-05 00:49:56,43.17362202,-116.242117,c(-116.242117, 43.17362202),"4"
"701",701,"Jackrab","Jj110",2022-08-08,23,220,2022-08-08 23:52:10,43.17335498,-116.241268,c(-116.241268, 43.17335498),"6"
"702",702,"Jackrab","Jj111",2022-08-09,0,221,2022-08-09 00:01:48,43.16214904,-116.214252,c(-116.214252, 43.16214904),"6"
"703",703,"Jackrab","Jj12",2022-08-05,0,217,2022-08-05 00:50:46,43.17424002,-116.244505,c(-116.244505, 43.17424002),"4"
"704",704,"Jackrab","Jj13",2022-08-05,0,217,2022-08-05 00:50:52,43.17433801,-116.244753,c(-116.244753, 43.17433801),"4"
"705",705,"Jackrab","Jj14",2022-08-05,0,217,2022-08-05 00:51:32,43.17505499,-116.246682,c(-116.246682, 43.17505499),"4"
"706",706,"Jackrab","Jj15",2022-08-05,0,217,2022-08-05 00:52:29,43.17546998,-116.249097,c(-116.249097, 43.17546998),"4"
"707",707,"Jackrab","Jj16",2022-08-05,0,217,2022-08-05 00:55:15,43.178594,-116.256368,c(-116.256368, 43.178594),"4"
"708",708,"Jackrab","Jj17",2022-08-05,1,217,2022-08-05 01:11:54,43.20736396,-116.274194,c(-116.274194, 43.20736396),"4"
"709",709,"Jackrab","Jj18",2022-08-05,0,217,2022-08-05 00:37:30,43.160746,-116.210396,c(-116.210396, 43.160746),"4"
"710",710,"Jackrab","Jj19",2022-08-05,0,217,2022-08-05 00:38:45,43.16186699,-116.213602,c(-116.213602, 43.16186699),"4"
"711",711,"Jackrab","Jj2",2022-08-05,0,217,2022-08-05 00:41:31,43.16514901,-116.221049,c(-116.221049, 43.16514901),"4"
"712",712,"Jackrab","Jj20",2022-08-08,23,220,2022-08-08 23:52:04,43.17342698,-116.241507,c(-116.241507, 43.17342698),"6"
"713",713,"Jackrab","Jj21",2022-08-08,23,220,2022-08-08 23:55:11,43.16978403,-116.234035,c(-116.234035, 43.16978403),"6"
"714",714,"Jackrab","Jj22",2022-08-09,0,221,2022-08-09 00:00:00,43.16443303,-116.219272,c(-116.219272, 43.16443303),"6"
"715",715,"Jackrab","Jj23",2022-08-09,0,221,2022-08-09 00:02:33,43.16121999,-116.212131,c(-116.212131, 43.16121999),"6"
"716",716,"Jackrab","Jj3",2022-08-05,0,217,2022-08-05 00:42:09,43.16560599,-116.222231,c(-116.222231, 43.16560599),"4"
"717",717,"Jackrab","Jj31",2022-08-08,23,220,2022-08-08 23:55:21,43.16963601,-116.233723,c(-116.233723, 43.16963601),"6"
"718",718,"Jackrab","Jj32",2022-08-09,1,221,2022-08-09 01:00:47,43.181283,-115.963928,c(-115.963928, 43.181283),"6"
"719",719,"Jackrab","Jj4",2022-08-05,0,217,2022-08-05 00:42:17,43.16572996,-116.222552,c(-116.222552, 43.16572996),"4"
"720",720,"Jackrab","Jj41",2022-08-08,23,220,2022-08-08 23:55:55,43.16884803,-116.231742,c(-116.231742, 43.16884803),"6"
"721",721,"Jackrab","Jj5",2022-08-05,0,217,2022-08-05 00:43:01,43.16654803,-116.224562,c(-116.224562, 43.16654803),"4"
"722",722,"Jackrab","Jj51",2022-08-08,23,220,2022-08-08 23:56:04,43.16870897,-116.231371,c(-116.231371, 43.16870897),"6"
"723",723,"Jackrab","Jj6",2022-08-05,0,217,2022-08-05 00:46:38,43.16987003,-116.23415,c(-116.23415, 43.16987003),"4"
"724",724,"Jackrab","Jj7",2022-08-05,0,217,2022-08-05 00:46:53,43.17010799,-116.234611,c(-116.234611, 43.17010799),"4"
"725",725,"Jackrab","Jj8",2022-08-05,0,217,2022-08-05 00:47:08,43.17040798,-116.235177,c(-116.235177, 43.17040798),"4"
"726",726,"Jackrab","Jj9",2022-08-05,0,217,2022-08-05 00:48:59,43.17267302,-116.239529,c(-116.239529, 43.17267302),"4"
"727",727,"Jackrab","Jji",2022-08-01,23,213,2022-08-01 23:11:03,43.31587298,-116.150318,c(-116.150318, 43.31587298),"1"
"728",728,"Jackrab","Jji1",2022-08-01,23,213,2022-08-01 23:12:08,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"729",729,"Jackrab","Jji11",2022-08-05,0,217,2022-08-05 00:33:09,43.15854399,-116.20628,c(-116.20628, 43.15854399),"4"
"730",730,"Jackrab","Jji12",2022-08-08,0,220,2022-08-08 00:25:04,43.33702798,-116.218034,c(-116.218034, 43.33702798),"5"
"731",731,"Jackrab","Jji13",2022-08-09,0,221,2022-08-09 00:09:10,43.17075097,-116.194747,c(-116.194747, 43.17075097),"6"
"732",732,"Jackrab","Jji2",2022-08-04,0,216,2022-08-04 00:06:38,43.32264396,-116.242302,c(-116.242302, 43.32264396),"3"
"733",733,"Jackrab","Jji21",2022-08-08,0,220,2022-08-08 00:32:09,43.32075602,-116.15533,c(-116.15533, 43.32075602),"5"
"734",734,"Jackrab","Jji22",2022-08-09,0,221,2022-08-09 00:09:31,43.17148103,-116.194324,c(-116.194324, 43.17148103),"6"
"735",735,"Jackrab","Jji3",2022-08-05,0,217,2022-08-05 00:29:14,43.17471201,-116.190974,c(-116.190974, 43.17471201),"4"
"736",736,"Jackrab","Jji31",2022-08-08,0,220,2022-08-08 00:32:46,43.31976,-116.15436,c(-116.15436, 43.31976),"5"
"737",737,"Jackrab","Jji32",2022-08-09,0,221,2022-08-09 00:16:05,43.17405,-116.16436,c(-116.16436, 43.17405),"6"
"738",738,"Jackrab","Jji4",2022-08-08,0,220,2022-08-08 00:33:30,43.317386,-116.151822,c(-116.151822, 43.317386),"5"
"739",739,"Jackrab","Jji41",2022-08-09,0,221,2022-08-09 00:16:55,43.16854997,-116.16422,c(-116.16422, 43.16854997),"6"
"740",740,"Jackrab","Jji5",2022-08-08,0,220,2022-08-08 00:34:36,43.31263103,-116.147225,c(-116.147225, 43.31263103),"5"
"741",741,"Jackrab","Jji51",2022-08-09,0,221,2022-08-09 00:17:18,43.16696403,-116.164169,c(-116.164169, 43.16696403),"6"
"742",742,"Jackrab","Jji6",2022-08-08,0,220,2022-08-08 00:35:45,43.30715999,-116.142176,c(-116.142176, 43.30715999),"5"
"743",743,"Jackrab","Jji61",2022-08-09,0,221,2022-08-09 00:36:40,43.162544,-116.004553,c(-116.004553, 43.162544),"6"
"744",744,"Jackrab","Jji7",2022-08-08,0,220,2022-08-08 00:37:14,43.30475103,-116.137803,c(-116.137803, 43.30475103),"5"
"745",745,"Jackrab","Jji71",2022-08-09,0,221,2022-08-09 00:39:36,43.18412002,-116.01511,c(-116.01511, 43.18412002),"6"
"746",746,"Jackrab","Jji8",2022-08-08,0,220,2022-08-08 00:15:18,43.32464204,-116.239629,c(-116.239629, 43.32464204),"5"
"747",747,"Jackrab","Jji9",2022-08-09,0,221,2022-08-09 00:08:35,43.16930098,-116.195797,c(-116.195797, 43.16930098),"6"
"748",748,"Jackrab","Jjib",2022-08-03,22,215,2022-08-03 22:48:30,43.36591604,-116.234434,c(-116.234434, 43.36591604),"3"
"749",749,"Jackrab","Jjib1",2022-08-03,22,215,2022-08-03 22:49:51,43.35863703,-116.234384,c(-116.234384, 43.35863703),"3"
"750",750,"Jackrab","Jjib10",2022-08-07,23,219,2022-08-07 23:24:46,43.27944003,-116.133491,c(-116.133491, 43.27944003),"5"
"751",751,"Jackrab","Jjib101",2022-08-08,23,220,2022-08-08 23:10:40,43.22602199,-116.213231,c(-116.213231, 43.22602199),"6"
"752",752,"Jackrab","Jjib11",2022-08-04,23,216,2022-08-04 23:01:00,43.214072,-115.994066,c(-115.994066, 43.214072),"4"
"753",753,"Jackrab","Jjib111",2022-08-07,23,219,2022-08-07 23:24:58,43.27932604,-116.134413,c(-116.134413, 43.27932604),"5"
"754",754,"Jackrab","Jjib112",2022-08-08,23,220,2022-08-08 23:13:06,43.226569,-116.223982,c(-116.223982, 43.226569),"6"
"755",755,"Jackrab","Jjib12",2022-08-07,23,219,2022-08-07 23:27:57,43.27847301,-116.16359,c(-116.16359, 43.27847301),"5"
"756",756,"Jackrab","Jjib121",2022-08-08,23,220,2022-08-08 23:17:21,43.22081398,-116.24888,c(-116.24888, 43.22081398),"6"
"757",757,"Jackrab","Jjib13",2022-08-07,23,219,2022-08-07 23:28:54,43.27824301,-116.170997,c(-116.170997, 43.27824301),"5"
"758",758,"Jackrab","Jjib131",2022-08-08,23,220,2022-08-08 23:17:29,43.22063101,-116.249056,c(-116.249056, 43.22063101),"6"
"759",759,"Jackrab","Jjib14",2022-08-07,23,219,2022-08-07 23:32:48,43.29102298,-116.198532,c(-116.198532, 43.29102298),"5"
"760",760,"Jackrab","Jjib15",2022-08-07,23,219,2022-08-07 23:33:44,43.29393804,-116.203618,c(-116.203618, 43.29393804),"5"
"761",761,"Jackrab","Jjib16",2022-08-07,22,219,2022-08-07 22:51:09,43.21466301,-115.984746,c(-115.984746, 43.21466301),"5"
"762",762,"Jackrab","Jjib17",2022-08-07,22,219,2022-08-07 22:51:18,43.21463903,-115.985573,c(-115.985573, 43.21463903),"5"
"763",763,"Jackrab","Jjib18",2022-08-08,22,220,2022-08-08 22:39:00,43.36982796,-116.234428,c(-116.234428, 43.36982796),"6"
"764",764,"Jackrab","Jjib19",2022-08-08,22,220,2022-08-08 22:39:38,43.36630203,-116.234432,c(-116.234432, 43.36630203),"6"
"765",765,"Jackrab","Jjib2",2022-08-03,22,215,2022-08-03 22:50:01,43.35788299,-116.234359,c(-116.234359, 43.35788299),"3"
